loan_amount,activity,country,gender
600,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
750,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,male
300,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
625,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,male
500,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
450,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
900,Food Production/Sales,El Salvador,female
525,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
650,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
750,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
675,Food Production/Sales,El Salvador,female
350,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
525,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
900,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
750,Food Production/Sales,El Salvador,female
225,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,male
300,Food Production/Sales,El Salvador,female
325,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,male
350,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,male
1000,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
250,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
625,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
625,Food Production/Sales,El Salvador,female
450,Food Production/Sales,El Salvador,female
625,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
750,Food Production/Sales,El Salvador,female
325,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
450,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,male
400,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
900,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,male
500,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
900,Food Production/Sales,El Salvador,male
650,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
750,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
625,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
950,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
900,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
750,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
625,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
425,Food Production/Sales,El Salvador,female
325,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
450,Food Production/Sales,El Salvador,female
250,Food Production/Sales,El Salvador,female
425,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
350,Food Production/Sales,El Salvador,female
325,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
750,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
625,Food Production/Sales,El Salvador,female
325,Food Production/Sales,El Salvador,female
525,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
250,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
525,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
950,Food Production/Sales,El Salvador,female
750,Food Production/Sales,El Salvador,female
350,Food Production/Sales,El Salvador,female
550,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
350,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
100,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
250,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
250,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
