rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
3167,0.0,1,675,4,2.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
2700,1.0,1,700,6,3.0,96,0,0,1,1,1,1,0,1,Carroll Gardens,Brooklyn
2925,1.0,1,664,9,9.0,4,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1950,1.0,1,715,10,1.0,84,1,1,0,1,1,1,1,1,Kew Gardens,Queens
3775,1.0,1,632,2,30.0,41,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2400,1.0,1,568,4,2.0,1,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
1900,2.0,1,900,3,4.0,85,0,0,0,0,0,0,0,0,Prospect Park South,Brooklyn
3495,2.0,1,631,3,1.0,102,0,1,0,1,1,0,0,0,Upper West Side,Manhattan
2900,2.0,2,1200,3,3.0,86,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
1650,1.0,1,500,8,2.0,91,0,0,0,0,0,0,0,0,Red Hook,Brooklyn
3805,1.0,1,698,6,3.0,14,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
5950,1.0,1,988,5,33.0,9,1,0,0,0,0,0,0,0,Midtown,Manhattan
8500,3.0,2,2000,4,18.0,56,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
6806,2.0,2,1082,2,28.0,16,1,1,0,1,1,1,0,1,Flatiron,Manhattan
4145,2.0,1,709,7,4.0,157,1,0,0,0,0,0,0,0,Cobble Hill,Brooklyn
3195,1.0,1,800,4,6.0,56,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
10600,3.0,3,1749,6,23.0,2,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2500,1.0,2,680,4,2.0,8,0,0,1,0,0,0,1,0,Greenwood,Brooklyn
3300,0.0,1,500,3,2.0,86,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
2950,0.0,1,585,2,17.0,34,1,0,0,0,1,1,0,0,Financial District,Manhattan
2995,1.0,1,670,8,10.0,28,0,0,0,1,1,1,0,1,Midtown West,Manhattan
5300,1.0,1,960,2,7.0,106,0,0,0,1,0,0,1,0,Chelsea,Manhattan
2300,1.0,1,700,13,4.0,96,0,0,0,0,0,0,0,0,Cobble Hill,Brooklyn
4400,2.0,2,927,12,31.0,32,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3100,0.0,1,602,9,8.0,15,0,0,1,1,1,0,0,1,Midtown East,Manhattan
3195,2.0,1,1200,3,4.0,10,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3990,1.0,2,1000,8,24.0,18,1,1,0,1,1,0,0,0,Upper East Side,Manhattan
2750,1.0,1,700,12,4.0,9,0,0,0,0,1,0,0,0,Clinton Hill,Brooklyn
2499,0.0,1,367,2,11.0,112,0,0,0,0,1,0,0,0,Financial District,Manhattan
4695,2.0,1,900,4,3.0,51,0,0,0,0,0,0,0,0,Flatiron,Manhattan
7100,2.0,2,1900,3,4.0,116,0,0,0,0,0,0,0,0,Soho,Manhattan
5600,2.0,2,850,1,21.0,31,0,0,0,0,0,0,0,0,Flatiron,Manhattan
2400,0.0,1,550,7,1.0,85,0,0,0,0,1,0,0,0,Midtown East,Manhattan
1650,0.5,1,750,4,1.0,75,0,0,0,0,0,0,0,0,Kensington,Brooklyn
4195,1.0,1,885,6,14.0,60,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
5450,2.0,2,1070,13,32.0,9,1,1,1,1,1,0,0,1,Midtown West,Manhattan
3300,0.0,1,538,3,7.0,11,0,1,0,1,1,0,0,1,Tribeca,Manhattan
3405,1.0,1,591,6,14.0,14,1,0,0,0,0,0,0,0,Midtown West,Manhattan
12000,2.0,2,2027,1,3.0,156,0,0,0,1,1,1,0,1,Greenwich Village,Manhattan
5800,2.0,2,1200,8,25.0,32,0,0,1,1,1,1,1,1,Midtown East,Manhattan
7995,1.0,1,990,2,12.0,53,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4500,2.0,2,1800,10,2.0,1,0,0,0,0,0,0,0,0,Manhattan Beach,Brooklyn
1700,0.0,1,350,9,1.0,96,0,0,1,0,0,1,0,0,Upper East Side,Manhattan
3900,0.0,1,698,2,21.0,8,0,0,0,1,1,0,0,0,Financial District,Manhattan
2595,1.0,1,800,3,2.0,93,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2800,1.0,1,640,2,11.0,9,0,0,0,0,0,1,0,0,Long Island City,Queens
3400,2.0,2,1400,4,3.0,22,0,0,0,0,0,0,0,0,Astoria,Queens
3465,1.0,1,804,14,3.0,55,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2550,2.5,1,1000,6,4.0,115,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
2400,2.0,1,969,3,2.0,75,1,0,0,0,0,0,0,0,Rego Park,Queens
3500,1.0,1,600,2,32.0,28,0,0,0,1,1,0,0,1,Midtown West,Manhattan
6300,2.0,2,1207,2,47.0,9,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4500,0.0,1,850,1,3.0,13,0,1,0,1,1,0,0,1,Soho,Manhattan
3395,0.0,1,474,4,15.0,11,1,0,0,1,1,0,0,0,Upper West Side,Manhattan
3199,1.5,0,750,4,3.0,96,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
14000,2.0,2,1814,3,5.0,101,0,0,0,0,0,0,0,0,Tribeca,Manhattan
6900,2.0,2,1800,10,43.0,41,0,1,1,0,1,1,0,0,Midtown East,Manhattan
3505,1.0,1,754,5,4.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2975,0.0,1,587,3,3.0,52,1,1,0,0,0,1,0,0,Tribeca,Manhattan
2100,2.0,1,500,11,3.0,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4300,2.0,2,1222,6,15.0,13,0,1,0,1,1,1,0,1,Williamsburg,Brooklyn
2000,0.0,1,414,8,2.0,85,1,0,0,0,0,0,0,0,Boerum Hill,Brooklyn
9000,2.0,2,1578,2,10.0,10,0,0,0,0,0,1,1,0,Midtown East,Manhattan
8500,2.0,2,1459,3,4.0,1,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2534,0.0,1,437,7,2.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5995,1.0,2,970,2,2.0,124,1,0,0,0,0,0,0,0,West Village,Manhattan
3700,1.0,1,655,5,8.0,29,0,0,0,0,1,0,1,1,Upper West Side,Manhattan
6000,1.0,1,945,5,7.0,84,0,0,1,1,1,0,0,0,Upper West Side,Manhattan
16000,3.0,3,2195,5,19.0,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2500,1.0,1,800,2,3.0,86,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2050,1.0,1,900,3,2.0,106,0,0,0,1,0,0,0,0,Central Harlem,Manhattan
3750,3.0,2,1300,2,2.0,85,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
3150,1.0,1,575,2,11.0,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1400,0.0,1,600,7,3.0,89,0,0,0,0,0,0,0,0,Kew Gardens,Queens
5018,1.0,1,737,1,3.0,6,1,0,0,0,0,1,0,0,East Village,Manhattan
5900,1.0,1,811,6,31.0,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
3025,0.0,1,515,6,10.0,14,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3600,3.0,1,1050,3,4.0,101,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
1725,1.0,1,720,2,2.0,14,0,0,0,0,0,0,0,0,Forest Hills,Queens
4585,1.0,1,900,3,5.0,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
3500,1.0,1,850,3,18.0,54,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2800,2.0,2,1000,9,1.0,101,1,0,0,0,0,0,0,0,Astoria,Queens
2500,0.0,1,400,2,2.0,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
3400,0.0,2,705,5,2.0,96,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3500,1.0,1,710,6,10.0,37,0,0,1,0,0,0,0,0,Midtown East,Manhattan
2950,1.0,1,700,5,2.0,6,0,0,1,0,0,1,0,0,Midtown West,Manhattan
3225,1.0,1,590,1,25.0,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
6200,2.0,2,1002,1,19.0,14,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
7700,2.0,2,1546,10,43.0,27,0,0,0,1,1,0,0,1,Midtown East,Manhattan
6000,2.0,2,1280,3,11.0,29,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
2300,1.0,1,500,9,2.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
5200,2.0,1,823,5,4.0,3,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1700,1.5,1,600,3,2.0,86,0,0,0,0,0,0,0,0,Ridgewood,Queens
2275,0.0,1,500,43,5.0,5,0,0,0,1,0,0,0,0,Long Island City,Queens
10950,3.0,3,1749,6,24.0,2,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
7243,2.0,2,1231,2,18.0,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
3100,2.0,1,700,6,4.0,115,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2450,2.0,1,900,9,2.0,96,0,0,1,1,1,1,0,1,Upper East Side,Manhattan
3500,1.0,1,600,2,81.0,114,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
5600,1.0,1,800,5,4.0,86,0,0,0,1,1,0,0,0,West Village,Manhattan
3000,1.0,0,526,4,4.0,45,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2250,0.0,1,400,5,2.0,54,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3853,0.0,1,464,2,30.0,13,1,0,0,0,0,0,1,0,Flatiron,Manhattan
5250,1.0,1,850,4,11.0,93,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2925,1.0,1,650,5,6.0,31,1,0,1,0,0,1,0,0,Battery Park City,Manhattan
3500,1.0,1,700,13,23.0,9,1,0,0,1,1,0,0,0,Midtown West,Manhattan
3900,1.0,1,719,3,23.0,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
2700,0.0,1,466,5,7.0,10,0,0,1,1,1,0,0,0,Upper West Side,Manhattan
2299,1.0,1,700,3,3.0,86,0,0,1,1,1,0,1,0,Midtown East,Manhattan
3495,1.0,1,708,14,11.0,30,1,0,0,1,1,0,0,1,Upper East Side,Manhattan
4200,2.0,2,1222,6,14.0,13,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5995,3.0,2,1417,4,9.0,6,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
2600,1.0,1,705,6,2.0,8,0,0,0,0,0,1,0,0,Astoria,Queens
20000,2.0,2,2200,2,2.0,5,0,1,1,1,1,0,0,1,Tribeca,Manhattan
5200,1.0,1,691,3,29.0,7,0,0,1,1,1,1,0,1,Midtown,Manhattan
6000,1.0,1,802,2,48.0,6,0,1,0,0,0,0,0,0,Financial District,Manhattan
1899,0.0,1,350,7,2.0,96,0,0,0,0,0,0,0,0,East Village,Manhattan
3575,1.0,1,735,4,5.0,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
2500,2.0,1,680,3,11.0,88,0,0,0,0,0,0,0,0,Long Island City,Queens
2488,1.0,1,500,7,5.0,116,0,0,0,0,1,0,0,1,Brooklyn Heights,Brooklyn
2495,2.0,1,800,4,2.0,116,0,0,0,0,0,0,0,0,East Harlem,Manhattan
6400,2.0,2,1024,10,2.0,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2550,1.0,1,613,6,3.0,10,0,1,1,1,1,1,1,0,Park Slope,Brooklyn
3395,1.0,1,700,12,33.0,27,0,1,0,1,1,0,0,1,Midtown East,Manhattan
3250,2.0,1,900,6,2.0,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3500,0.0,1,550,2,7.0,1,0,0,0,0,0,0,0,0,Tribeca,Manhattan
11600,2.0,3,1665,3,10.0,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
7300,2.0,2,1167,1,2.0,3,0,0,0,0,0,0,0,0,East Village,Manhattan
3325,1.0,1,607,3,9.0,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3995,1.0,1,602,6,2.0,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
3000,1.0,1,650,11,7.0,50,0,1,1,1,1,1,0,1,Midtown East,Manhattan
3050,0.0,1,484,6,7.0,33,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
3411,1.0,1,713,4,18.0,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3392,1.0,1,769,2,6.0,47,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4865,1.0,1,697,2,19.0,13,1,0,0,0,0,0,0,0,Flatiron,Manhattan
5890,1.0,1,752,3,28.0,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
3555,1.0,1,600,2,5.0,99,1,1,0,1,1,0,1,1,Upper West Side,Manhattan
7800,4.0,2,1900,5,9.0,91,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3645,1.0,1,811,14,1.0,55,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
10500,3.0,3,2100,6,12.0,33,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3200,0.0,1,462,2,5.0,28,0,0,1,1,1,1,0,1,Midtown West,Manhattan
8350,3.0,3,1436,4,12.0,27,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
2350,0.0,1,367,2,2.0,112,0,0,0,1,1,0,0,0,Financial District,Manhattan
8800,2.0,2,1612,9,17.0,15,0,0,1,1,1,1,0,0,Midtown East,Manhattan
3543,0.0,1,523,1,12.0,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
17500,3.0,3,3016,7,39.0,34,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4200,0.0,1,567,12,6.0,7,0,0,1,1,1,0,1,1,Chelsea,Manhattan
3995,1.0,1,938,1,6.0,180,0,0,0,0,0,0,0,0,Financial District,Manhattan
8500,2.0,2,1807,1,23.0,88,1,1,0,1,1,0,0,1,Financial District,Manhattan
10500,2.0,2,1460,2,9.0,75,0,1,0,1,1,1,0,1,Central Park South,Manhattan
4000,1.0,1,764,7,12.0,39,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1500,1.0,1,700,6,3.0,60,0,0,0,0,0,0,0,0,Ocean Parkway,Brooklyn
2750,1.0,1,800,3,4.0,75,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
10500,3.0,3,1500,4,25.0,20,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
3750,1.0,1,817,5,32.0,13,0,0,0,1,1,1,0,0,Midtown South,Manhattan
4950,3.0,1,850,6,3.0,86,0,0,0,0,0,0,0,0,Midtown South,Manhattan
4968,2.0,2,948,14,21.0,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4000,1.0,1,874,7,9.0,12,0,1,0,1,1,1,1,1,Upper West Side,Manhattan
2100,0.0,1,350,7,4.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
1995,2.0,2,845,3,1.0,111,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
2495,0.0,1,400,1,33.0,37,1,0,0,0,0,0,0,0,Midtown,Manhattan
4100,3.0,1,1100,3,6.0,52,0,0,0,0,0,0,0,0,Midtown East,Manhattan
6750,2.0,2,1589,9,10.0,15,0,0,0,0,0,1,0,0,Midtown East,Manhattan
2510,0.0,1,476,1,36.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2600,0.0,1,441,7,8.0,60,0,0,1,1,0,0,0,0,Midtown East,Manhattan
3900,1.0,1,625,5,5.0,1,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
9850,3.0,3,2100,2,17.0,87,0,0,0,0,0,0,0,0,Chelsea,Manhattan
4100,1.0,1,690,5,9.0,1,0,0,0,0,0,0,0,0,Midtown East,Manhattan
5795,1.0,1,626,3,8.0,2,1,0,0,0,0,0,0,0,East Village,Manhattan
3600,2.0,1,1100,4,12.0,58,0,0,1,1,1,1,0,0,Downtown Brooklyn,Brooklyn
7000,3.0,2,1500,9,11.0,30,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
7600,2.0,2,1325,2,42.0,8,1,1,1,1,1,0,0,1,Financial District,Manhattan
3000,4.0,1,1200,2,2.0,106,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
11900,3.0,2,2305,1,37.0,102,0,0,1,0,0,0,0,0,Financial District,Manhattan
3181,0.0,1,581,3,16.0,44,1,0,0,0,0,0,0,0,Financial District,Manhattan
8000,2.0,2,1250,2,15.0,13,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3320,1.0,1,578,1,18.0,17,1,0,0,0,0,1,0,0,Brooklyn Heights,Brooklyn
20000,4.0,4,2160,1,18.0,9,0,0,1,0,1,0,0,0,Upper East Side,Manhattan
3650,0.0,1,520,2,8.0,17,1,0,0,0,0,0,0,0,Flatiron,Manhattan
6000,4.0,2,1700,6,5.0,96,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4450,1.0,1,985,5,10.0,37,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
3400,3.0,2,1500,5,1.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
2295,2.0,1,700,7,6.0,86,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
4055,1.0,1,818,4,7.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
3795,2.0,1,900,2,8.0,102,1,0,0,0,0,0,0,0,Midtown South,Manhattan
2495,0.0,1,487,1,14.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
3750,1.0,1,500,4,4.0,156,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
4000,0.0,1,500,1,8.0,76,0,0,1,0,0,1,0,0,Central Park South,Manhattan
3900,1.0,1,640,4,8.0,7,1,0,0,0,0,0,0,0,Tribeca,Manhattan
6000,1.0,1,962,2,9.0,10,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2595,1.0,1,500,3,4.0,106,0,0,0,0,0,0,0,0,Lower East Side,Manhattan
12750,2.0,2,1736,3,4.0,101,0,0,0,0,0,0,0,0,Tribeca,Manhattan
3350,0.0,1,585,2,6.0,85,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
2650,0.0,1,500,2,10.0,13,1,0,0,0,0,0,0,0,Financial District,Manhattan
3000,0.0,1,525,3,11.0,9,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
2000,1.0,1,650,3,6.0,85,0,0,0,0,0,0,0,0,Astoria,Queens
6600,2.0,2,1218,0,6.0,116,1,0,1,1,1,1,0,1,Brooklyn Heights,Brooklyn
4500,1.0,1,700,7,27.0,34,1,0,0,0,0,0,0,0,Midtown East,Manhattan
3500,1.0,1,650,2,29.0,29,0,1,0,1,1,0,1,1,Midtown,Manhattan
9995,4.0,3,1900,2,4.0,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
12999,2.0,2,1990,13,4.0,9,0,0,0,0,0,1,0,0,Chelsea,Manhattan
3100,1.0,1,654,4,18.0,42,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
3800,2.0,0,1047,10,12.0,6,1,0,0,0,0,0,0,0,Astoria,Queens
4200,4.0,2,1400,2,2.0,106,1,0,0,0,0,0,0,0,Washington Heights,Manhattan
14000,3.0,3,1959,10,38.0,17,0,1,0,0,1,1,0,0,Upper East Side,Manhattan
2000,0.0,1,450,8,1.0,111,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
2570,2.0,1,950,5,8.0,6,1,0,0,0,0,1,0,0,Flatbush,Brooklyn
2900,1.0,1,750,7,2.0,8,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
14000,2.0,2,1543,4,7.0,9,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
2999,0.0,1,560,4,9.0,9,0,0,0,1,0,0,0,0,Midtown East,Manhattan
19950,2.0,2,2750,5,10.0,11,0,0,0,0,1,0,0,1,West Village,Manhattan
4850,1.0,1,706,4,8.0,9,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
5800,1.0,1,811,6,29.0,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
2195,1.0,1,500,6,2.0,106,0,1,1,1,1,1,1,1,Lower East Side,Manhattan
3060,0.0,1,515,6,9.0,14,1,1,0,0,1,0,0,0,Upper West Side,Manhattan
2125,1.0,1,475,2,1.0,115,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
1750,0.0,1,600,10,2.0,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2000,1.0,1,650,2,4.0,85,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
3204,1.0,1,616,6,2.0,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4200,0.0,1,625,2,4.0,106,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
3600,3.0,1,800,1,6.0,96,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
6900,2.0,2,1300,1,23.0,88,0,0,0,1,1,1,0,1,Financial District,Manhattan
6000,2.0,1,1100,8,11.0,35,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
6895,3.0,2,1601,1,26.0,10,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
3160,1.0,1,721,6,20.0,3,0,0,0,0,0,0,0,0,Long Island City,Queens
3195,1.0,1,700,3,1.0,41,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3690,1.0,1,802,7,15.0,33,1,0,0,1,0,0,0,0,Battery Park City,Manhattan
2775,0.0,1,342,2,15.0,89,1,0,0,0,1,1,1,0,Upper West Side,Manhattan
4395,1.0,1,692,4,14.0,19,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
6815,2.0,2,1100,14,30.0,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2150,0.0,1,450,3,1.0,106,0,0,1,0,0,0,0,0,Upper West Side,Manhattan
3800,1.0,1,718,10,16.0,9,0,1,0,1,1,0,0,1,Gramercy Park,Manhattan
3000,1.0,1,667,4,1.0,88,0,0,1,0,0,0,0,0,Upper East Side,Manhattan
3550,0.0,1,500,1,4.0,30,1,0,0,0,0,0,0,0,Greenwich Village,Manhattan
6400,2.0,3,1226,3,15.0,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2370,1.0,1,600,5,2.0,106,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2550,0.0,1,409,5,2.0,66,0,0,0,0,0,0,0,0,Chelsea,Manhattan
5500,1.0,1,765,2,25.0,38,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4695,1.0,1,754,3,5.0,11,0,1,0,1,1,0,0,1,Tribeca,Manhattan
5200,1.0,1,800,2,6.0,10,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2900,0.0,1,530,2,11.0,52,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
3499,2.0,2,1600,5,1.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
3100,1.0,1,550,2,3.0,106,0,1,0,1,1,1,0,1,Upper West Side,Manhattan
3800,3.0,1,1000,14,1.0,96,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
2650,1.0,1,875,8,16.0,56,1,1,1,0,1,1,0,0,Forest Hills,Queens
3130,1.0,1,594,4,15.0,18,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
8750,2.0,2,1472,7,6.0,12,0,1,0,1,1,1,0,1,Upper East Side,Manhattan
5500,1.0,1,1000,3,3.0,116,1,0,0,0,0,0,0,0,East Village,Manhattan
3200,2.0,1,900,3,5.0,116,1,1,1,1,1,0,0,1,Central Harlem,Manhattan
4050,1.0,1,826,3,21.0,29,0,1,0,0,1,0,0,0,Financial District,Manhattan
10500,3.0,2,1865,1,4.0,96,0,0,0,0,0,0,0,0,Chelsea,Manhattan
6900,2.0,2,1049,4,2.0,4,0,0,0,0,0,0,0,0,Flatiron,Manhattan
2325,0.5,1,500,6,2.0,96,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3900,1.0,1,850,5,21.0,30,0,0,0,0,1,0,0,0,Midtown East,Manhattan
5200,2.0,2,1141,1,14.0,30,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3700,3.0,1,1500,3,2.0,110,0,0,0,0,0,0,0,0,Prospect Heights,Brooklyn
3540,1.0,1,683,3,6.0,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2704,0.0,1,437,7,7.0,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2300,0.0,1,475,9,4.0,54,0,0,0,1,1,0,0,1,Midtown East,Manhattan
4363,1.0,1,620,1,2.0,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
6500,2.0,2,1100,3,14.0,29,1,0,1,0,0,1,0,0,Upper East Side,Manhattan
4362,1.0,1,982,3,20.0,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
2895,1.0,1,650,9,19.0,36,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4000,1.0,1,700,1,23.0,31,0,1,0,1,1,1,1,0,Flatiron,Manhattan
5500,1.0,1,1180,9,20.0,15,0,0,0,0,0,0,1,0,Midtown East,Manhattan
4350,1.0,1,723,2,3.0,92,0,0,0,1,1,0,0,0,Upper West Side,Manhattan
3960,0.0,1,640,3,9.0,52,1,0,0,0,0,1,0,0,Tribeca,Manhattan
1750,1.0,1,720,2,2.0,15,0,1,0,1,1,1,0,0,Forest Hills,Queens
12000,2.0,2,1865,2,6.0,122,0,0,0,0,1,0,0,0,Tribeca,Manhattan
5995,2.0,2,1206,2,19.0,120,1,0,0,1,1,1,0,1,Financial District,Manhattan
3557,1.0,1,621,12,5.0,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1425,1.0,1,650,4,1.0,88,0,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
1950,2.0,1,800,4,2.0,106,0,0,0,0,0,0,0,0,Kensington,Brooklyn
1832,2.0,1,800,5,4.0,96,0,0,0,0,0,0,0,0,East Harlem,Manhattan
5300,1.0,1,776,7,42.0,6,0,0,0,0,0,0,0,0,Midtown South,Manhattan
3140,0.0,1,525,4,8.0,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
1581,0.0,1,513,2,5.0,52,0,0,0,0,0,0,0,0,Coney Island,Brooklyn
15000,2.5,2,2350,3,4.0,89,0,0,0,0,0,0,0,0,Chelsea,Manhattan
3710,0.0,1,577,4,20.0,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
3375,1.0,1,850,8,2.0,90,0,0,0,0,0,0,0,0,Midtown West,Manhattan
3500,1.0,1,700,6,2.0,96,0,0,0,0,0,0,0,0,Soho,Manhattan
2650,0.0,1,459,4,5.0,18,1,0,0,1,1,0,0,1,Upper West Side,Manhattan
3995,2.0,1,704,2,8.0,28,1,0,0,0,0,0,0,0,Nolita,Manhattan
4500,3.0,2,1000,2,3.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2000,1.0,1,1064,9,5.0,84,0,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
9995,3.0,2,1132,3,7.0,2,1,0,0,0,0,0,0,0,East Village,Manhattan
4895,1.0,1,876,1,11.0,51,1,0,0,0,0,1,0,1,Flatiron,Manhattan
6800,2.0,2,1200,43,36.0,41,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
9200,2.0,2,1434,2,55.0,38,0,0,1,1,1,1,0,0,Midtown West,Manhattan
3930,1.0,1,710,3,17.0,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
