name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status
Road Runner Rollercoaster,Steel,Sit Down,40.0,11.0,335.0,0.0,Vekoma,Warner Bros. Movie World,status.operating
Scooby-Doo Spooky Coaster,Steel,Sit Down,45.0,17.0,530.0,0.0,Mack,Warner Bros. Movie World,status.operating
Speed,Steel,Sit Down,113.0,68.0,416.0,1.0,Premier Rides,Nascar Café,status.closed.definitely
Swamp Thing,Steel,Suspended,,,,0.0,Vekoma,Wild Adventures,status.operating
Hangman,Steel,Inverted,80.0,33.0,698.0,5.0,Vekoma,Wild Adventures,status.operating
Gold Rush,Steel,Sit Down,,,,0.0,Chance Rides,Wild Adventures,status.closed.definitely
Fiesta Express,Steel,Sit Down,,,,0.0,Zamperla,Wild Adventures,status.operating
Cheetah,Steel,Sit Down,84.0,28.0,817.0,0.0,CCI,Wild Adventures,status.operating
Bug Out,Steel,Sit Down,45.0,15.0,370.0,0.0,Maurer,Wild Adventures,status.operating
Boomerang,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Wild Adventures,status.operating
Ant Farm Express,Steel,Sit Down,35.0,9.0,207.0,0.0,Vekoma,Wild Adventures,status.operating
Toos Express,Steel,Sit Down,60.0,12.0,320.0,0.0,Vekoma,Toverland,status.operating
Booster Bike,Steel,Motorbike,75.0,15.0,600.0,0.0,Vekoma,Toverland,status.operating
Montanha Russa de Ãgua,Steel,Water Coaster,69.0,23.0,740.0,0.0,Mack,Aquashow,status.operating
Mayan Adventure,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Formosan Aboriginal Culture Village,status.operating
Space Mountain,Steel,Sit Down,,,,0.0,Vekoma,Formosan Aboriginal Culture Village,status.operating
Miami,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating
Diving Coaster: Vanish,Steel,Sit Down,,35.0,744.0,0.0,Senyo Kogyo,Yokohama Cosmoworld,status.operating
Spinning Coaster,Steel,Sit Down,47.0,13.0,420.0,0.0,Reverchon,Yokohama Cosmoworld,status.operating
Bat,Steel,Suspended,42.0,15.0,342.0,0.0,Vekoma,Lagoon,status.operating
Colossus the Fire Dragon,Steel,Sit Down,89.0,26.0,869.0,2.0,Schwarzkopf,Lagoon,status.operating
Puff the Little Fire Dragon,Steel,Sit Down,26.0,3.0,60.0,0.0,Zierer,Lagoon,status.operating
Roller Coaster,Steel,Sit Down,72.0,19.0,762.0,0.0,Philadelphia Toboggan Coaster,Lagoon,status.operating
Spider,Steel,Spinning,60.0,16.0,424.0,0.0,Maurer,Lagoon,status.operating
Wild Mouse,Steel,Sit Down,45.0,15.0,370.0,0.0,Maurer,Lagoon,status.operating
Wicked,Steel,Sit Down,90.0,35.0,625.0,1.0,Zierer,Lagoon,status.operating
Jet Star 2,Steel,Sit Down,,14.0,585.0,0.0,Schwarzkopf,Lagoon,status.operating
Sierra Sidewinder,Steel,Spinning,60.0,19.0,430.0,0.0,Mack,Knott's Berry Farm,status.operating
High Speed Thrill Coaster,Steel,Sit Down,,6.0,61.0,0.0,Overland,Knoebels,status.closed.definitely
Phoenix,Wooden,Sit Down,72.0,24.0,975.0,0.0,Philadelphia Toboggan Coaster,Knoebels,status.operating
Twister,Wooden,Sit Down,83.0,31.0,1189.0,0.0,Philadelphia Toboggan Coaster,Knoebels,status.operating
Flying Turns,Wooden,Bobsleigh,39.0,15.0,396.0,0.0,Knoebels,Knoebels,status.operating
Abandon Mine,Steel,Sit Down,,,,0.0,Molina & Son's,Uncle Bernie's Theme Park,status.operating
Dragon,Steel,Sit Down,,,,0.0,Zamperla,Uncle Bernie's Theme Park,status.operating
Aconcagua,Steel,Sit Down,93.0,36.0,751.0,0.0,Schwarzkopf,Parque de la Ciudad,status.closed.definitely
Jetline,Steel,Sit Down,90.0,32.0,800.0,0.0,Schwarzkopf,Gröna Lund,status.operating
Nyckelpigan,Steel,Sit Down,26.0,3.0,60.0,0.0,Zierer,Gröna Lund,status.operating
Vilda Musen,Steel,Sit Down,55.0,21.0,430.0,0.0,Gerstlauer,Gröna Lund,status.operating
Orca,Steel,Sit Down,24.0,4.0,70.0,0.0,Zierer,Loro Parque,status.operating
Mina,Steel,Sit Down,,3.0,85.0,0.0,Zamperla,Parque de Atracciones de Zaragoza,status.operating
Moncayo,Steel,Sit Down,,,,0.0,Schwarzkopf,Parque de Atracciones de Zaragoza,status.operating
Ramses,Steel,Sit Down,,,,0.0,na,Parque de Atracciones de Zaragoza,status.operating
Schlitt' Express,Steel,Sit Down,45.0,14.0,370.0,0.0,Mack,Nigloland,status.operating
Coolie,Steel,Sit Down,26.0,3.0,,0.0,Pinfari,Foire,status.operating
Rage,Steel,Sit Down,70.0,22.0,361.0,3.0,Gerstlauer,Adventure Island,status.operating
Formule X,Steel,Sit Down,70.0,15.0,300.0,2.0,Maurer,Drievliet Family Park,status.operating
Dynamite Express,Steel,Sit Down,,11.0,262.0,0.0,Mack,Drievliet Family Park,status.operating
Kopermijn,Steel,Sit Down,45.0,15.0,370.0,0.0,Maurer,Drievliet Family Park,status.operating
Twistrix,Steel,Spinning,,,,0.0,Maurer,Drievliet Family Park,status.operating
Zading,Steel,Sit Down,,,,0.0,na,Foire,status.operating
Miami Bike,Steel,Sit Down,,2.0,,0.0,na,Foire,status.operating
Dragon Mountain,Steel,Sit Down,81.0,57.0,1676.0,4.0,Arrow,Marineland Theme Park,status.operating
La Pomme,Steel,Sit Down,26.0,3.0,,0.0,na,Kid parc,status.operating
Tree Topper,Wooden,Sit Down,56.0,18.0,427.0,0.0,William J. Cobb,Upper Clements Theme Park,status.operating
Dania Beach Hurricane,Steel,Sit Down,81.0,31.0,975.0,0.0,Coaster Works,Boomers!,status.operating
Avalanche,Wooden,Sit Down,,27.0,725.0,0.0,S&S,Timber Falls Adventure Park,status.closed.definitely
Aqua Wind,Steel,Sit Down,60.0,,,0.0,Gerstlauer,Lagunasia,status.operating
Pirates' Blast,Steel,Sit Down,43.0,12.0,478.0,0.0,Senyo Kogyo,Lagunasia,status.operating
Stellar Coaster,Steel,Sit Down,,,,0.0,Senyo Kogyo,Lagunasia,status.operating
Monte Aurora,Steel,Sit Down,,,,0.0,Zamperla,Terra Encantada,status.closed.definitely
Monte Makaya,Steel,Sit Down,80.0,37.0,800.0,8.0,Intamin,Terra Encantada,status.closed.definitely
Piuí,Steel,Sit Down,,,120.0,0.0,Zamperla,Terra Encantada,status.closed.definitely
Goofy's Sky School,Steel,Sit Down,44.0,,,0.0,Mack,Disney California Adventure,status.operating
Capitale Express,Steel,Sit Down,50.0,,,0.0,Mack,Méga Parc,status.operating
Keverbaan,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Bellewaerde,status.operating
Tidal Wave,Steel,Sit Down,92.0,42.0,263.0,1.0,Schwarzkopf,California's Great America ,status.closed.definitely
Grand National (Left),Steel,Sit Down,64.0,19.0,1006.0,0.0,Charles Paige,Blackpool Pleasure Beach,status.operating
Big Dipper,Wooden,Sit Down,,18.0,1006.0,0.0,William Strickler,Blackpool Pleasure Beach,status.operating
Big Loop,Steel,Sit Down,63.0,30.0,706.0,4.0,Vekoma,Heide Park,status.operating
Grottenblitz,Steel,Sit Down,45.0,6.0,370.0,0.0,Mack,Heide Park,status.operating
Limit,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Heide Park,status.operating
Schweizer Bobbahn,Steel,Bobsleigh,53.0,27.0,990.0,0.0,Mack,Heide Park,status.operating
Boomerang,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Wiener Prater,status.operating
Dizzy Mouse,Steel,Spinning,47.0,13.0,420.0,0.0,Reverchon,Wiener Prater,status.operating
Hochschaubahn,Wooden,Sit Down,55.0,15.0,450.0,0.0,na,Wiener Prater,status.operating
Megablitz,Steel,Sit Down,70.0,19.0,550.0,0.0,Vekoma,Wiener Prater,status.operating
Super 8er Bahn,Steel,Sit Down,,21.0,780.0,0.0,Pinfari,Wiener Prater,status.operating
Volare,Steel,Flying,50.0,21.0,438.0,2.0,Zamperla,Wiener Prater,status.operating
Wilde Maus,Steel,Sit Down,45.0,15.0,370.0,0.0,Maurer,Wiener Prater,status.operating
Flitzer,Steel,Sit Down,,,,0.0,Zierer,Playland's Castaway Cove,status.closed.definitely
Python,Steel,Sit Down,,11.0,365.0,1.0,Pinfari,Playland's Castaway Cove,status.closed.definitely
Sea Serpent,Steel,Sit Down,,,,0.0,Miler Coaster,Playland's Castaway Cove,status.closed.definitely
Sea Viper,Steel,Sit Down,70.0,28.0,600.0,3.0,Arrow,Sea World,status.closed.definitely
Canyon Blaster,Steel,Sit Down,66.0,29.0,739.0,4.0,Arrow,Adventuredome,status.operating
Froschbahn,Steel,Sit Down,26.0,3.0,60.0,0.0,Zierer,Bayern Park,status.operating
Windstorm,Steel,Sit Down,,,438.0,0.0,Zamperla,Old Town,status.operating
Boardwalk Bullet,Wooden,Sit Down,82.0,29.0,986.0,0.0,Gravity Group,Kemah Boardwalk,status.operating
Inferno,Steel,4th Dimension,60.0,25.0,142.0,0.0,Intamin,Terra Mítica,status.operating
Jimmy Neutron's Atomic Flyer,Steel,Suspended,,13.0,294.0,0.0,Vekoma,Movie Park Germany,status.operating
Knightmare,Steel,Sit Down,70.0,27.0,786.0,0.0,Schwarzkopf,Camelot Theme Park,status.closed.definitely
Infusion,Steel,Inverted,80.0,34.0,689.0,5.0,Vekoma,Blackpool Pleasure Beach,status.operating
Kvasten,Steel,Suspended,55.0,20.0,400.0,0.0,Vekoma,Gröna Lund,status.operating
Family Gravity Coaster,Steel,Sit Down,,,,0.0,Zamperla,Chimelong Paradise,status.closed.definitely
Twister Coaster,Steel,Sit Down,,,,0.0,Golden Horse,Chimelong Paradise,status.closed.definitely
Crystal Wings,Steel,Flying,82.0,32.0,,2.0,B&M,Happy Valley Beijing,status.operating
Jungle Racing,Steel,Sit Down,,,,0.0,Vekoma,Happy Valley Beijing,status.operating
Harvest Time,Steel,Sit Down,,,,0.0,Golden Horse,Happy Valley Beijing,status.closed.temporarily
Golden Wings in Snowfield,Steel,Inverted,88.0,36.0,671.0,4.0,Vekoma,Happy Valley Beijing,status.operating
Crazy Mouse,Steel,Sit Down,50.0,13.0,376.0,1.0,Togo,Tobu Zoo Park,status.closed.definitely
Regina,Steel,Sit Down,90.0,37.0,1334.0,0.0,Intamin,Tobu Zoo Park,status.operating
Tentomushi,Steel,Sit Down,32.0,6.0,199.0,0.0,Zierer,Tobu Zoo Park,status.operating
Rat,Steel,Sit Down,45.0,15.0,370.0,0.0,Maurer,Loudoun Castle,status.closed.definitely
Twist and Shout,Steel,Sit Down,66.0,19.0,554.0,1.0,Schwarzkopf,Loudoun Castle,status.operating
Wacky Worm,Steel,Sit Down,,,,0.0,na,Loudoun Castle,status.operating
Orphan Rocker,Steel,Sit Down,45.0,25.0,25.0,0.0,na,Scenic World,status.operating
Boomerang,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Playcenter São Paulo,status.operating
Dragon,Steel,Sit Down,,,,0.0,Zamperla,Playcenter São Paulo,status.operating
Happy Mountain,Steel,Sit Down,,,,0.0,Três Eixos,Playcenter São Paulo,status.operating
Looping Star,Steel,Sit Down,77.0,25.0,592.0,1.0,Schwarzkopf,Playcenter São Paulo,status.operating
Windstorm,Steel,Sit Down,40.0,8.0,396.0,0.0,S&MC,Playcenter São Paulo,status.operating
Lady Bug Coaster,Steel,Sit Down,26.0,4.0,68.0,0.0,Zierer,Marineland Theme Park,status.operating
Primeval Whirl,Steel,Spinning,47.0,13.0,420.0,0.0,Reverchon,Disney's Animal Kingdom,status.operating
Barnstormer,Steel,Sit Down,40.0,9.0,,0.0,Vekoma,Disney's Magic Kingdom,status.operating
Big Thunder Mountain Railroad,Steel,Sit Down,58.0,,847.0,0.0,Arrow,Disney's Magic Kingdom,status.operating
Space Mountain - Alpha,Steel,Sit Down,44.0,27.0,974.0,0.0,Arrow,Disney's Magic Kingdom,status.operating
Woody Woodpecker's Nusthouse Coaster,Steel,Sit Down,35.0,9.0,207.0,0.0,Vekoma,Universal Studios Florida,status.operating
Space Mountain,Steel,Sit Down,52.0,23.0,1052.0,0.0,Dynamic Attractions,Disneyland,status.operating
Big Thunder Mountain Railroad,Steel,Sit Down,45.0,,814.0,0.0,Walt Disney Imagineering,Disneyland,status.operating
Matterhorn Bobsleds (Left),Steel,Sit Down,43.0,24.0,621.0,0.0,Arrow,Disneyland,status.operating
Gadget's Go Coaster,Steel,Sit Down,35.0,9.0,207.0,0.0,Vekoma,Disneyland,status.operating
Drachen Fire,Steel,Sit Down,97.0,46.0,1082.0,5.0,Arrow,Busch Gardens Williamsburg,status.closed.definitely
Comet,Wooden,Sit Down,89.0,29.0,1279.0,0.0,Philadelphia Toboggan Coaster,Great Escape,status.operating
Flashback,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Great Escape,status.operating
Canyon Blaster,Steel,Sit Down,72.0,17.0,610.0,0.0,Arrow,Great Escape,status.operating
Nightmare at Crack Axle Canyon,Wooden,Sit Down,50.0,14.0,538.0,0.0,Schwarzkopf,Great Escape,status.closed.definitely
Frankie's Mine Train,Steel,Sit Down,,3.0,85.0,0.0,Zamperla,Great Escape,status.operating
Steamin' Demon,Steel,Sit Down,70.0,21.0,488.0,3.0,Arrow,Great Escape,status.operating
Doppel Looping,Steel,Sit Down,84.0,28.0,671.0,2.0,Schwarzkopf,Foire,status.operating
Pandemonium,Steel,Spinning,50.0,16.0,412.0,0.0,Gerstlauer,Six Flags Fiesta Texas,status.operating
Thunderbolt,Steel,Sit Down,87.0,31.0,1207.0,2.0,Meisho Amusement Machines,Dreamworld,status.closed.definitely
Miami,Steel,Sit Down,,,,0.0,na,Antibesland,status.closed.definitely
Lasso Loop,Steel,Sit Down,,20.0,105.0,0.0,Schwarzkopf,OK Corral,status.closed.definitely
Tornado,Steel,Sit Down,64.0,23.0,725.0,2.0,Vekoma,Walibi Belgium,status.closed.definitely
Jumbo Jet,Steel,Sit Down,63.0,17.0,791.0,0.0,Schwarzkopf,Walibi Belgium,status.closed.definitely
Troy,Wooden,Sit Down,87.0,32.0,1077.0,0.0,GCI,Toverland,status.operating
Hankatten,Steel,Spinning,55.0,16.0,397.0,0.0,Gerstlauer,Bonbon-Land,status.operating
Phaethon,Steel,Inverted,90.0,45.0,1000.0,6.0,B&M,Gyeongju World,status.operating
Dragon 2 Loop Coaster,Steel,Sit Down,,,,0.0,Zamperla,Gyeongju World,status.operating
Space Tour,Steel,Sit Down,,,,0.0,na,Gyeongju World,status.closed.definitely
Space 2000,Steel,Sit Down,,,,2.0,Meisho Amusement Machines,Gyeongju World,status.closed.definitely
Padrinos Voladores,Steel,Suspended,13.0,6.0,110.0,0.0,Zamperla,Parque de Atracciones de Madrid,status.operating
Vagones Locos,Steel,Sit Down,,3.0,85.0,0.0,Zamperla,Parque de Atracciones de Madrid,status.closed.temporarily
Flight of the Phoenix,Steel,Sit Down,80.0,31.0,830.0,8.0,Intamin,Phoenix Mountain's Happy Park,status.operating
Kentucky Rumbler,Wooden,Sit Down,77.0,27.0,862.0,0.0,GCI,Beech Bend,status.operating
Roler Coaster (le),Steel,Sit Down,,,,0.0,na,Foire,status.operating
Looping Star,Steel,Sit Down,,11.0,365.0,1.0,Pinfari,Beech Bend,status.closed.definitely
Wild Mouse,Steel,Sit Down,47.0,13.0,420.0,0.0,Zamperla,Beech Bend,status.operating
Auto BergBahn,Wooden,Sit Down,,,,0.0,na,Wiener Prater,status.operating
Der Zug des Manitu,Steel,Sit Down,,,,0.0,CAM Baby Kart,Wiener Prater,status.operating
Chenille,Steel,Sit Down,,,,0.0,Soquet,Fami P.A.R.C,status.closed.definitely
Pomme,Steel,Sit Down,,,,0.0,na,Europark,status.operating
Galaxi,Steel,Sit Down,,,,0.0,S.D.C.,Blue Bayou Dixie Landin',status.operating
Ragin' Cajun,Steel,Sit Down,76.0,26.0,285.0,3.0,Vekoma,Blue Bayou Dixie Landin',status.operating
Xtreme,Steel,Spinning,60.0,16.0,424.0,0.0,Maurer,Blue Bayou Dixie Landin',status.operating
Storm,Steel,Sit Down,45.0,11.0,325.0,0.0,Pinfari,Europark Idroscalo,status.operating
Bruco Mela,Steel,Sit Down,,,,0.0,na,Europark Idroscalo,status.operating
Tokaido,Steel,Sit Down,,,,0.0,Pinfari,Europark Idroscalo,status.operating
Grand Huit,Steel,Sit Down,,,,0.0,S.D.C.,Europark,status.closed.definitely
Comet Express,Steel,Sit Down,,,,0.0,Intamin,Lotte World,status.operating
French Revolution,Steel,Sit Down,,,,1.0,Vekoma,Lotte World,status.operating
Tremors,Wooden,Sit Down,96.0,31.0,915.0,0.0,CCI,Silverwood Theme Park,status.operating
Corkscrew,Steel,Sit Down,74.0,21.0,381.0,2.0,Arrow,Silverwood Theme Park,status.operating
Timber Terror,Steel,Sit Down,89.0,26.0,823.0,0.0,CCI,Silverwood Theme Park,status.operating
Tiny Toot,Steel,Sit Down,,,,0.0,Zamperla,Silverwood Theme Park,status.operating
Looping Star,Steel,Sit Down,77.0,25.0,592.0,1.0,Schwarzkopf,Bobbejaanland,status.closed.definitely
Klondike Gold Mine,Steel,Sit Down,,11.0,365.0,1.0,Pinfari,Drayton Manor,status.closed.definitely
Demon,Steel,Sit Down,,,,1.0,Arrow,Kings Island,status.closed.definitely
Wilde Maus,Steel,Sit Down,,,,0.0,Maurer,Europark,status.closed.definitely
R2000,Steel,Sit Down,,,,0.0,na,Foire,status.operating
Turbo coaster,Steel,Sit Down,,11.0,365.0,1.0,Pinfari,Brighton pier,status.operating
Crazy mouse,Steel,Sit Down,46.0,13.0,420.0,0.0,Reverchon,Brighton pier,status.operating
Soak'd,Steel,Suspended,,,360.0,0.0,Premier Rides,Freestyle Music Park,status.closed.definitely
Iron Horse,Steel,Sit Down,,16.0,680.0,0.0,Vekoma,Freestyle Music Park,status.closed.definitely
Maximum RPM!,Steel,Sit Down,,,,0.0,Premier Rides,Freestyle Music Park,status.closed.definitely
Time Machine,Steel,Sit Down,105.0,46.0,1139.0,6.0,B&M,Freestyle Music Park,status.closed.definitely
Coccinelle,Steel,Sit Down,26.0,3.0,60.0,0.0,Zierer,Walibi Belgium,status.closed.temporarily
Achtbaan,Steel,Sit Down,,,,0.0,Zierer,De Valkenier,status.operating
Wacky Worm,Steel,Sit Down,,,,0.0,na,Vluchtheuvel,status.closed.definitely
Jubilé,Steel,Sit Down,,,,0.0,Pinfari,Plopsaland,status.closed.definitely
Star Wars,Steel,Sit Down,,14.0,140.0,0.0,Chance Rides,Parc Avenue,status.closed.definitely
City Jet,Steel,Sit Down,,,,0.0,SBF,Parc Avenue,status.closed.definitely
Big Apple,Steel,Sit Down,,,,0.0,na,Parc Avenue,status.closed.definitely
Aéronaval,Steel,Suspended,,,,0.0,na,Parc Avenue,status.closed.definitely
Magic Pomme,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.unknown
La Souris verte,Steel,Sit Down,54.0,13.0,,0.0,Zamperla,Parc Saint Paul,status.operating
Big Thunder Mountain,Steel,Sit Down,60.0,,,0.0,Vekoma,Tokyo Disneyland,status.operating
Roller Coaster,Steel,Sit Down,,,,0.0,S.D.C.,Foire,status.unknown
Behemoth,Steel,Sit Down,124.0,70.0,1621.0,0.0,B&M,Canada's Wonderland,status.operating
Dragon Coaster,Steel,Sit Down,,,,0.0,Zamperla,Everland,status.operating
Eagle Fortress,Steel,Suspended,,,,0.0,Arrow,Everland,status.closed.definitely
Herky & Timmy's Racing Coaster,Steel,Sit Down,,,,0.0,Vekoma,Everland,status.operating
Rolling X-Train,Steel,Sit Down,,,,0.0,Arrow,Everland,status.operating
Karlo's Taxi,Steel,Sit Down,,,,0.0,SBF,Djurs Sommerland,status.closed.definitely
Thor's Hammer,Steel,Sit Down,,,,0.0,Gerstlauer,Djurs Sommerland,status.operating
Piraten,Steel,Sit Down,90.0,32.0,755.0,0.0,Intamin,Djurs Sommerland,status.operating
Mick Doohan's Motocoaster,na,Motorbike,72.0,7.0,605.0,0.0,Intamin,Dreamworld,status.operating
Boomerang,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Siam Park City,status.operating
Loop the Loop,Steel,Sit Down,,,,0.0,na,Siam Park City,status.operating
Vortex,Steel,Inverted,,,,0.0,Vekoma,Siam Park City,status.operating
Family Banana Coaster,Steel,Sit Down,,,,0.0,Senyo Kogyo,Yokohama Cosmoworld,status.operating
Galaxy Orbiter,Steel,Spinning,,,,0.0,Gerstlauer,Galaxyland Amusement Park,status.operating
Garden Express,Steel,Sit Down,,,,0.0,na,Leolandia,status.closed.definitely
Thriller,Steel,Sit Down,,,,0.0,Pinfari,Leolandia,status.closed.definitely
Mine Train,Steel,Sit Down,,,,0.0,Zamperla,PowerPark,status.operating
Surfrider,Steel,Sit Down,48.0,21.0,70.0,0.0,Intamin,Wet'n'Wild Water World,status.operating
Pandemonium,Steel,Spinning,50.0,16.0,412.0,0.0,Gerstlauer,Six Flags St Louis,status.operating
Fahrenheit,Steel,Sit Down,93.0,37.0,823.0,6.0,Intamin,Hersheypark,status.operating
Mammut,Wooden,Sit Down,90.0,30.0,860.0,0.0,Holzbau Cordes,Tripsdrill,status.operating
Elliott,Steel,Sit Down,,,,0.0,na,Foire,status.unknown
Big Apple,Steel,Sit Down,,,,0.0,na,Foire,status.operating
Le Cobra,Steel,Sit Down,,,,0.0,na,Foire,status.unknown
Mammut,Steel,Sit Down,50.0,14.0,1030.0,0.0,Vekoma,Gardaland,status.operating
Grand Huit,Steel,Sit Down,50.0,11.0,335.0,0.0,Pinfari,Foire,status.operating
Salama,Steel,Sit Down,60.0,17.0,420.0,0.0,Maurer,Linnanmäki,status.operating
Cobra,Steel,Inverted,65.0,21.0,400.0,3.0,Sartori,Tivoli Friheden,status.operating
Ravine Flyer II,Hybrid,Sit Down,91.0,24.0,884.0,0.0,Gravity Group,Waldameer,status.operating
Dive Coaster,Steel,Floorless,112.0,60.0,,0.0,B&M,Chimelong Paradise,status.operating
Kawasemi,Steel,Sit Down,87.0,32.0,750.0,0.0,Intamin,Tobu Zoo Park,status.operating
Mount Rocky Coaster,Steel,Sit Down,74.0,35.0,868.0,0.0,na,Tobu Zoo Park,status.closed.definitely
Family coaster,Steel,Sit Down,,,,0.0,na,Walygator Parc,status.operating
Bat coaster,Steel,Inverted,70.0,20.0,400.0,2.0,Pinfari,Antibesland,status.relocated
Mouse trap,Steel,Spinning,47.0,13.0,420.0,0.0,Reverchon,Pleasurewood Hills,status.closed.definitely
Boomerang,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Zygo park,status.closed.definitely
Tarzungle,Steel,Sit Down,32.0,6.0,200.0,0.0,Zierer,Zygo park,status.closed.definitely
BMRX,Steel,Sit Down,70.0,27.0,786.0,0.0,Schwarzkopf,Kobe Portopialand,status.closed.definitely
Possessed,Steel,Sit Down,113.0,55.0,215.0,0.0,Intamin,Dorney Park,status.operating
Double Loop,Steel,Sit Down,80.0,29.0,720.0,2.0,Schwarzkopf,Kobe Portopialand,status.closed.definitely
Munich Autobahn,Steel,Bobsleigh,,,,0.0,Mack,Kobe Portopialand,status.closed.definitely
African Big Apple,Steel,Sit Down,,,,0.0,Pinfari,West Midlands Safari Park,status.operating
Rhino Coaster,Steel,Sit Down,46.0,13.0,335.0,0.0,Vekoma,West Midlands Safari Park,status.operating
Wall's Twister Ride,Steel,Sit Down,47.0,13.0,420.0,0.0,Reverchon,West Midlands Safari Park,status.operating
Boomerang,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Pleasure Island,status.operating
Mini Mine Train,Steel,Sit Down,,,,0.0,Vekoma,Pleasure Island,status.operating
Crazy Loop,Steel,Sit Down,,,,1.0,Pinfari,Flamingo Land Theme Park and Zoo,status.closed.definitely
Crazy Loop,Steel,Sit Down,,,,1.0,Pinfari,Pleasure Island,status.closed.definitely
Grand 8,Steel,Sit Down,,,,0.0,Pinfari,Walibi Belgium,status.closed.definitely
Big Apple,Steel,Sit Down,,,,0.0,Pinfari,Botton's Pleasure Beach,status.operating
Queen Bee,Steel,Inverted,22.0,7.0,125.0,0.0,Pinfari,Botton's Pleasure Beach,status.operating
Rockin Roller,Steel,Sit Down,,15.0,,0.0,Fabbri,Botton's Pleasure Beach,status.operating
Runaway Train,Steel,Sit Down,,,,0.0,na,Botton's Pleasure Beach,status.operating
Storm,Steel,Sit Down,,11.0,325.0,0.0,Pinfari,Botton's Pleasure Beach,status.closed.definitely
Jack Rabbit,Steel,Sit Down,,16.0,396.0,0.0,Miler Coaster,Celebration City,status.closed.definitely
Ozark Wildcat,Wooden,Sit Down,72.0,24.0,793.0,0.0,GCI,Celebration City,status.closed.definitely
Thunderbolt,Steel,Sit Down,,,,0.0,na,Celebration City,status.closed.definitely
Firehawk,Steel,Flying,81.0,35.0,1018.0,0.0,Vekoma,Kings Island,status.closed.definitely
Comet,Wooden,Sit Down,40.0,11.0,396.0,0.0,Philadelphia Toboggan Coaster,Waldameer,status.operating
Ravine Flyer 3,Steel,Sit Down,,,,0.0,E&F Miler Industries,Waldameer,status.operating
Steel Dragon,Steel,Spinning,60.0,16.0,424.0,0.0,Maurer,Waldameer,status.operating
